DIM_GHECAUSE_CODE,DIM_GHECAUSE_TITLE,VAL_DALY_RATE100K_NUMERIC,VAL_DTHS_RATE100K_NUMERIC,Gender,AgeGroup,NumericAge
1130,Ischaemic heart disease,609.22,2.38,Female,40 to 44 years,40
1130,Ischaemic heart disease,609.22,2.38,Female,40 to 44 years,41
1130,Ischaemic heart disease,609.22,2.38,Female,40 to 44 years,42
1130,Ischaemic heart disease,609.22,2.38,Female,40 to 44 years,43
1130,Ischaemic heart disease,609.22,2.38,Female,40 to 44 years,44
700,Breast cancer,675.45,2.3579999999999997,Female,40 to 44 years,40
700,Breast cancer,675.45,2.3579999999999997,Female,40 to 44 years,41
700,Breast cancer,675.45,2.3579999999999997,Female,40 to 44 years,42
700,Breast cancer,675.45,2.3579999999999997,Female,40 to 44 years,43
700,Breast cancer,675.45,2.3579999999999997,Female,40 to 44 years,44
1230,Cirrhosis of the liver,580.27,2.274,Female,40 to 44 years,40
1230,Cirrhosis of the liver,580.27,2.274,Female,40 to 44 years,41
1230,Cirrhosis of the liver,580.27,2.274,Female,40 to 44 years,42
1230,Cirrhosis of the liver,580.27,2.274,Female,40 to 44 years,43
1230,Cirrhosis of the liver,580.27,2.274,Female,40 to 44 years,44
1530,Road injury,614.2,1.7260000000000002,Female,40 to 44 years,40
1530,Road injury,614.2,1.7260000000000002,Female,40 to 44 years,41
1530,Road injury,614.2,1.7260000000000002,Female,40 to 44 years,42
1530,Road injury,614.2,1.7260000000000002,Female,40 to 44 years,43
1530,Road injury,614.2,1.7260000000000002,Female,40 to 44 years,44
1610,Self-harm,425.98,1.6059999999999999,Female,40 to 44 years,40
1610,Self-harm,425.98,1.6059999999999999,Female,40 to 44 years,41
1610,Self-harm,425.98,1.6059999999999999,Female,40 to 44 years,42
1610,Self-harm,425.98,1.6059999999999999,Female,40 to 44 years,43
1610,Self-harm,425.98,1.6059999999999999,Female,40 to 44 years,44
1140,Stroke,434.06,1.204,Female,40 to 44 years,40
1140,Stroke,434.06,1.204,Female,40 to 44 years,41
1140,Stroke,434.06,1.204,Female,40 to 44 years,42
1140,Stroke,434.06,1.204,Female,40 to 44 years,43
1140,Stroke,434.06,1.204,Female,40 to 44 years,44
1270,Kidney diseases,374.51,0.984,Female,40 to 44 years,40
1270,Kidney diseases,374.51,0.984,Female,40 to 44 years,41
1270,Kidney diseases,374.51,0.984,Female,40 to 44 years,42
1270,Kidney diseases,374.51,0.984,Female,40 to 44 years,43
1270,Kidney diseases,374.51,0.984,Female,40 to 44 years,44
650,Colon and rectum cancers,250.85,0.944,Female,40 to 44 years,40
650,Colon and rectum cancers,250.85,0.944,Female,40 to 44 years,41
650,Colon and rectum cancers,250.85,0.944,Female,40 to 44 years,42
650,Colon and rectum cancers,250.85,0.944,Female,40 to 44 years,43
650,Colon and rectum cancers,250.85,0.944,Female,40 to 44 years,44
395,COVID-19,2713.01,10.879999999999999,Female,45 to 49 years,45
395,COVID-19,2713.01,10.879999999999999,Female,45 to 49 years,46
395,COVID-19,2713.01,10.879999999999999,Female,45 to 49 years,47
395,COVID-19,2713.01,10.879999999999999,Female,45 to 49 years,48
395,COVID-19,2713.01,10.879999999999999,Female,45 to 49 years,49
870,Drug use disorders,2688.37,6.192,Female,45 to 49 years,45
870,Drug use disorders,2688.37,6.192,Female,45 to 49 years,46
870,Drug use disorders,2688.37,6.192,Female,45 to 49 years,47
870,Drug use disorders,2688.37,6.192,Female,45 to 49 years,48
870,Drug use disorders,2688.37,6.192,Female,45 to 49 years,49
1130,Ischaemic heart disease,981.5,4.244,Female,45 to 49 years,45
1130,Ischaemic heart disease,981.5,4.244,Female,45 to 49 years,46
1130,Ischaemic heart disease,981.5,4.244,Female,45 to 49 years,47
1130,Ischaemic heart disease,981.5,4.244,Female,45 to 49 years,48
1130,Ischaemic heart disease,981.5,4.244,Female,45 to 49 years,49
700,Breast cancer,919.71,3.518,Female,45 to 49 years,45
700,Breast cancer,919.71,3.518,Female,45 to 49 years,46
700,Breast cancer,919.71,3.518,Female,45 to 49 years,47
700,Breast cancer,919.71,3.518,Female,45 to 49 years,48
700,Breast cancer,919.71,3.518,Female,45 to 49 years,49
1230,Cirrhosis of the liver,668.53,2.902,Female,45 to 49 years,45
1230,Cirrhosis of the liver,668.53,2.902,Female,45 to 49 years,46
1230,Cirrhosis of the liver,668.53,2.902,Female,45 to 49 years,47
1230,Cirrhosis of the liver,668.53,2.902,Female,45 to 49 years,48
1230,Cirrhosis of the liver,668.53,2.902,Female,45 to 49 years,49
1140,Stroke,627.98,2.004,Female,45 to 49 years,45
1140,Stroke,627.98,2.004,Female,45 to 49 years,46
1140,Stroke,627.98,2.004,Female,45 to 49 years,47
1140,Stroke,627.98,2.004,Female,45 to 49 years,48
1140,Stroke,627.98,2.004,Female,45 to 49 years,49
1610,Self-harm,417.63,1.734,Female,45 to 49 years,45
1610,Self-harm,417.63,1.734,Female,45 to 49 years,46
1610,Self-harm,417.63,1.734,Female,45 to 49 years,47
1610,Self-harm,417.63,1.734,Female,45 to 49 years,48
1610,Self-harm,417.63,1.734,Female,45 to 49 years,49
650,Colon and rectum cancers,405.16,1.688,Female,45 to 49 years,45
650,Colon and rectum cancers,405.16,1.688,Female,45 to 49 years,46
650,Colon and rectum cancers,405.16,1.688,Female,45 to 49 years,47
650,Colon and rectum cancers,405.16,1.688,Female,45 to 49 years,48
650,Colon and rectum cancers,405.16,1.688,Female,45 to 49 years,49
1530,Road injury,563.11,1.582,Female,45 to 49 years,45
1530,Road injury,563.11,1.582,Female,45 to 49 years,46
1530,Road injury,563.11,1.582,Female,45 to 49 years,47
1530,Road injury,563.11,1.582,Female,45 to 49 years,48
1530,Road injury,563.11,1.582,Female,45 to 49 years,49
1270,Kidney diseases,496.64,1.516,Female,45 to 49 years,45
1270,Kidney diseases,496.64,1.516,Female,45 to 49 years,46
1270,Kidney diseases,496.64,1.516,Female,45 to 49 years,47
1270,Kidney diseases,496.64,1.516,Female,45 to 49 years,48
1270,Kidney diseases,496.64,1.516,Female,45 to 49 years,49
395,COVID-19,3308.77,15.208000000000002,Female,50 to 54 years,50
395,COVID-19,3308.77,15.208000000000002,Female,50 to 54 years,51
395,COVID-19,3308.77,15.208000000000002,Female,50 to 54 years,52
395,COVID-19,3308.77,15.208000000000002,Female,50 to 54 years,53
395,COVID-19,3308.77,15.208000000000002,Female,50 to 54 years,54
1130,Ischaemic heart disease,1576.55,7.636,Female,50 to 54 years,50
1130,Ischaemic heart disease,1576.55,7.636,Female,50 to 54 years,51
1130,Ischaemic heart disease,1576.55,7.636,Female,50 to 54 years,52
1130,Ischaemic heart disease,1576.55,7.636,Female,50 to 54 years,53
1130,Ischaemic heart disease,1576.55,7.636,Female,50 to 54 years,54
870,Drug use disorders,2354.23,6.252000000000001,Female,50 to 54 years,50
870,Drug use disorders,2354.23,6.252000000000001,Female,50 to 54 years,51
870,Drug use disorders,2354.23,6.252000000000001,Female,50 to 54 years,52
870,Drug use disorders,2354.23,6.252000000000001,Female,50 to 54 years,53
870,Drug use disorders,2354.23,6.252000000000001,Female,50 to 54 years,54
700,Breast cancer,1218.76,5.246,Female,50 to 54 years,50
700,Breast cancer,1218.76,5.246,Female,50 to 54 years,51
700,Breast cancer,1218.76,5.246,Female,50 to 54 years,52
700,Breast cancer,1218.76,5.246,Female,50 to 54 years,53
700,Breast cancer,1218.76,5.246,Female,50 to 54 years,54
1230,Cirrhosis of the liver,855.22,4.164,Female,50 to 54 years,50
1230,Cirrhosis of the liver,855.22,4.164,Female,50 to 54 years,51
1230,Cirrhosis of the liver,855.22,4.164,Female,50 to 54 years,52
1230,Cirrhosis of the liver,855.22,4.164,Female,50 to 54 years,53
1230,Cirrhosis of the liver,855.22,4.164,Female,50 to 54 years,54
680,"Trachea, bronchus, lung cancers",651.56,3.158,Female,50 to 54 years,50
680,"Trachea, bronchus, lung cancers",651.56,3.158,Female,50 to 54 years,51
680,"Trachea, bronchus, lung cancers",651.56,3.158,Female,50 to 54 years,52
680,"Trachea, bronchus, lung cancers",651.56,3.158,Female,50 to 54 years,53
680,"Trachea, bronchus, lung cancers",651.56,3.158,Female,50 to 54 years,54
1140,Stroke,831.35,2.9579999999999997,Female,50 to 54 years,50
1140,Stroke,831.35,2.9579999999999997,Female,50 to 54 years,51
1140,Stroke,831.35,2.9579999999999997,Female,50 to 54 years,52
1140,Stroke,831.35,2.9579999999999997,Female,50 to 54 years,53
1140,Stroke,831.35,2.9579999999999997,Female,50 to 54 years,54
650,Colon and rectum cancers,582.75,2.714,Female,50 to 54 years,50
650,Colon and rectum cancers,582.75,2.714,Female,50 to 54 years,51
650,Colon and rectum cancers,582.75,2.714,Female,50 to 54 years,52
650,Colon and rectum cancers,582.75,2.714,Female,50 to 54 years,53
650,Colon and rectum cancers,582.75,2.714,Female,50 to 54 years,54
1270,Kidney diseases,682.63,2.476,Female,50 to 54 years,50
1270,Kidney diseases,682.63,2.476,Female,50 to 54 years,51
1270,Kidney diseases,682.63,2.476,Female,50 to 54 years,52
1270,Kidney diseases,682.63,2.476,Female,50 to 54 years,53
1270,Kidney diseases,682.63,2.476,Female,50 to 54 years,54
1180,Chronic obstructive pulmonary disease,829.54,2.476,Female,50 to 54 years,50
1180,Chronic obstructive pulmonary disease,829.54,2.476,Female,50 to 54 years,51
1180,Chronic obstructive pulmonary disease,829.54,2.476,Female,50 to 54 years,52
1180,Chronic obstructive pulmonary disease,829.54,2.476,Female,50 to 54 years,53
1180,Chronic obstructive pulmonary disease,829.54,2.476,Female,50 to 54 years,54
395,COVID-19,4096.06,21.722,Female,55 to 59 years,55
395,COVID-19,4096.06,21.722,Female,55 to 59 years,56
395,COVID-19,4096.06,21.722,Female,55 to 59 years,57
395,COVID-19,4096.06,21.722,Female,55 to 59 years,58
395,COVID-19,4096.06,21.722,Female,55 to 59 years,59
1130,Ischaemic heart disease,2387.53,13.136000000000001,Female,55 to 59 years,55
1130,Ischaemic heart disease,2387.53,13.136000000000001,Female,55 to 59 years,56
1130,Ischaemic heart disease,2387.53,13.136000000000001,Female,55 to 59 years,57
1130,Ischaemic heart disease,2387.53,13.136000000000001,Female,55 to 59 years,58
1130,Ischaemic heart disease,2387.53,13.136000000000001,Female,55 to 59 years,59
700,Breast cancer,1550.44,7.581999999999999,Female,55 to 59 years,55
700,Breast cancer,1550.44,7.581999999999999,Female,55 to 59 years,56
700,Breast cancer,1550.44,7.581999999999999,Female,55 to 59 years,57
700,Breast cancer,1550.44,7.581999999999999,Female,55 to 59 years,58
700,Breast cancer,1550.44,7.581999999999999,Female,55 to 59 years,59
680,"Trachea, bronchus, lung cancers",1360.89,7.498,Female,55 to 59 years,55
680,"Trachea, bronchus, lung cancers",1360.89,7.498,Female,55 to 59 years,56
680,"Trachea, bronchus, lung cancers",1360.89,7.498,Female,55 to 59 years,57
680,"Trachea, bronchus, lung cancers",1360.89,7.498,Female,55 to 59 years,58
680,"Trachea, bronchus, lung cancers",1360.89,7.498,Female,55 to 59 years,59
1180,Chronic obstructive pulmonary disease,1563.78,6.1659999999999995,Female,55 to 59 years,55
1180,Chronic obstructive pulmonary disease,1563.78,6.1659999999999995,Female,55 to 59 years,56
1180,Chronic obstructive pulmonary disease,1563.78,6.1659999999999995,Female,55 to 59 years,57
1180,Chronic obstructive pulmonary disease,1563.78,6.1659999999999995,Female,55 to 59 years,58
1180,Chronic obstructive pulmonary disease,1563.78,6.1659999999999995,Female,55 to 59 years,59
870,Drug use disorders,1786.19,5.93,Female,55 to 59 years,55
870,Drug use disorders,1786.19,5.93,Female,55 to 59 years,56
870,Drug use disorders,1786.19,5.93,Female,55 to 59 years,57
870,Drug use disorders,1786.19,5.93,Female,55 to 59 years,58
870,Drug use disorders,1786.19,5.93,Female,55 to 59 years,59
1230,Cirrhosis of the liver,958.82,5.306,Female,55 to 59 years,55
1230,Cirrhosis of the liver,958.82,5.306,Female,55 to 59 years,56
1230,Cirrhosis of the liver,958.82,5.306,Female,55 to 59 years,57
1230,Cirrhosis of the liver,958.82,5.306,Female,55 to 59 years,58
1230,Cirrhosis of the liver,958.82,5.306,Female,55 to 59 years,59
1140,Stroke,1125.8,4.556,Female,55 to 59 years,55
1140,Stroke,1125.8,4.556,Female,55 to 59 years,56
1140,Stroke,1125.8,4.556,Female,55 to 59 years,57
1140,Stroke,1125.8,4.556,Female,55 to 59 years,58
1140,Stroke,1125.8,4.556,Female,55 to 59 years,59
1270,Kidney diseases,923.71,3.936,Female,55 to 59 years,55
1270,Kidney diseases,923.71,3.936,Female,55 to 59 years,56
1270,Kidney diseases,923.71,3.936,Female,55 to 59 years,57
1270,Kidney diseases,923.71,3.936,Female,55 to 59 years,58
1270,Kidney diseases,923.71,3.936,Female,55 to 59 years,59
650,Colon and rectum cancers,688.32,3.6079999999999997,Female,55 to 59 years,55
650,Colon and rectum cancers,688.32,3.6079999999999997,Female,55 to 59 years,56
650,Colon and rectum cancers,688.32,3.6079999999999997,Female,55 to 59 years,57
650,Colon and rectum cancers,688.32,3.6079999999999997,Female,55 to 59 years,58
650,Colon and rectum cancers,688.32,3.6079999999999997,Female,55 to 59 years,59
395,COVID-19,5093.41,31.660000000000004,Female,60 to 64 years,60
395,COVID-19,5093.41,31.660000000000004,Female,60 to 64 years,61
395,COVID-19,5093.41,31.660000000000004,Female,60 to 64 years,62
395,COVID-19,5093.41,31.660000000000004,Female,60 to 64 years,63
395,COVID-19,5093.41,31.660000000000004,Female,60 to 64 years,64
1130,Ischaemic heart disease,3318.34,21.03,Female,60 to 64 years,60
1130,Ischaemic heart disease,3318.34,21.03,Female,60 to 64 years,61
1130,Ischaemic heart disease,3318.34,21.03,Female,60 to 64 years,62
1130,Ischaemic heart disease,3318.34,21.03,Female,60 to 64 years,63
1130,Ischaemic heart disease,3318.34,21.03,Female,60 to 64 years,64
680,"Trachea, bronchus, lung cancers",2247.45,14.322,Female,60 to 64 years,60
680,"Trachea, bronchus, lung cancers",2247.45,14.322,Female,60 to 64 years,61
680,"Trachea, bronchus, lung cancers",2247.45,14.322,Female,60 to 64 years,62
680,"Trachea, bronchus, lung cancers",2247.45,14.322,Female,60 to 64 years,63
680,"Trachea, bronchus, lung cancers",2247.45,14.322,Female,60 to 64 years,64
1180,Chronic obstructive pulmonary disease,2499.41,11.964,Female,60 to 64 years,60
1180,Chronic obstructive pulmonary disease,2499.41,11.964,Female,60 to 64 years,61
1180,Chronic obstructive pulmonary disease,2499.41,11.964,Female,60 to 64 years,62
1180,Chronic obstructive pulmonary disease,2499.41,11.964,Female,60 to 64 years,63
1180,Chronic obstructive pulmonary disease,2499.41,11.964,Female,60 to 64 years,64
700,Breast cancer,1759.42,9.78,Female,60 to 64 years,60
700,Breast cancer,1759.42,9.78,Female,60 to 64 years,61
700,Breast cancer,1759.42,9.78,Female,60 to 64 years,62
700,Breast cancer,1759.42,9.78,Female,60 to 64 years,63
700,Breast cancer,1759.42,9.78,Female,60 to 64 years,64
1140,Stroke,1546.91,7.354000000000001,Female,60 to 64 years,60
1140,Stroke,1546.91,7.354000000000001,Female,60 to 64 years,61
1140,Stroke,1546.91,7.354000000000001,Female,60 to 64 years,62
1140,Stroke,1546.91,7.354000000000001,Female,60 to 64 years,63
1140,Stroke,1546.91,7.354000000000001,Female,60 to 64 years,64
1270,Kidney diseases,1247.81,6.343999999999999,Female,60 to 64 years,60
1270,Kidney diseases,1247.81,6.343999999999999,Female,60 to 64 years,61
1270,Kidney diseases,1247.81,6.343999999999999,Female,60 to 64 years,62
1270,Kidney diseases,1247.81,6.343999999999999,Female,60 to 64 years,63
1270,Kidney diseases,1247.81,6.343999999999999,Female,60 to 64 years,64
1230,Cirrhosis of the liver,927.59,5.914,Female,60 to 64 years,60
1230,Cirrhosis of the liver,927.59,5.914,Female,60 to 64 years,61
1230,Cirrhosis of the liver,927.59,5.914,Female,60 to 64 years,62
1230,Cirrhosis of the liver,927.59,5.914,Female,60 to 64 years,63
1230,Cirrhosis of the liver,927.59,5.914,Female,60 to 64 years,64
650,Colon and rectum cancers,830.12,5.014,Female,60 to 64 years,60
650,Colon and rectum cancers,830.12,5.014,Female,60 to 64 years,61
650,Colon and rectum cancers,830.12,5.014,Female,60 to 64 years,62
650,Colon and rectum cancers,830.12,5.014,Female,60 to 64 years,63
650,Colon and rectum cancers,830.12,5.014,Female,60 to 64 years,64
1120,Hypertensive heart disease,724.92,4.538,Female,60 to 64 years,60
1120,Hypertensive heart disease,724.92,4.538,Female,60 to 64 years,61
1120,Hypertensive heart disease,724.92,4.538,Female,60 to 64 years,62
1120,Hypertensive heart disease,724.92,4.538,Female,60 to 64 years,63
1120,Hypertensive heart disease,724.92,4.538,Female,60 to 64 years,64
395,COVID-19,5607.68,41.348,Female,65 to 69 years,65
395,COVID-19,5607.68,41.348,Female,65 to 69 years,66
395,COVID-19,5607.68,41.348,Female,65 to 69 years,67
395,COVID-19,5607.68,41.348,Female,65 to 69 years,68
395,COVID-19,5607.68,41.348,Female,65 to 69 years,69
1130,Ischaemic heart disease,4170.36,30.836000000000002,Female,65 to 69 years,65
1130,Ischaemic heart disease,4170.36,30.836000000000002,Female,65 to 69 years,66
1130,Ischaemic heart disease,4170.36,30.836000000000002,Female,65 to 69 years,67
1130,Ischaemic heart disease,4170.36,30.836000000000002,Female,65 to 69 years,68
1130,Ischaemic heart disease,4170.36,30.836000000000002,Female,65 to 69 years,69
680,"Trachea, bronchus, lung cancers",2566.23,19.247999999999998,Female,65 to 69 years,65
680,"Trachea, bronchus, lung cancers",2566.23,19.247999999999998,Female,65 to 69 years,66
680,"Trachea, bronchus, lung cancers",2566.23,19.247999999999998,Female,65 to 69 years,67
680,"Trachea, bronchus, lung cancers",2566.23,19.247999999999998,Female,65 to 69 years,68
680,"Trachea, bronchus, lung cancers",2566.23,19.247999999999998,Female,65 to 69 years,69
1180,Chronic obstructive pulmonary disease,3390.6,17.886000000000003,Female,65 to 69 years,65
1180,Chronic obstructive pulmonary disease,3390.6,17.886000000000003,Female,65 to 69 years,66
1180,Chronic obstructive pulmonary disease,3390.6,17.886000000000003,Female,65 to 69 years,67
1180,Chronic obstructive pulmonary disease,3390.6,17.886000000000003,Female,65 to 69 years,68
1180,Chronic obstructive pulmonary disease,3390.6,17.886000000000003,Female,65 to 69 years,69
700,Breast cancer,1858.8,11.906,Female,65 to 69 years,65
700,Breast cancer,1858.8,11.906,Female,65 to 69 years,66
700,Breast cancer,1858.8,11.906,Female,65 to 69 years,67
700,Breast cancer,1858.8,11.906,Female,65 to 69 years,68
700,Breast cancer,1858.8,11.906,Female,65 to 69 years,69
1140,Stroke,2035.28,11.434000000000001,Female,65 to 69 years,65
1140,Stroke,2035.28,11.434000000000001,Female,65 to 69 years,66
1140,Stroke,2035.28,11.434000000000001,Female,65 to 69 years,67
1140,Stroke,2035.28,11.434000000000001,Female,65 to 69 years,68
1140,Stroke,2035.28,11.434000000000001,Female,65 to 69 years,69
1270,Kidney diseases,1645.37,10.174,Female,65 to 69 years,65
1270,Kidney diseases,1645.37,10.174,Female,65 to 69 years,66
1270,Kidney diseases,1645.37,10.174,Female,65 to 69 years,67
1270,Kidney diseases,1645.37,10.174,Female,65 to 69 years,68
1270,Kidney diseases,1645.37,10.174,Female,65 to 69 years,69
950,Alzheimer disease and other dementias,1428.51,6.998,Female,65 to 69 years,65
950,Alzheimer disease and other dementias,1428.51,6.998,Female,65 to 69 years,66
950,Alzheimer disease and other dementias,1428.51,6.998,Female,65 to 69 years,67
950,Alzheimer disease and other dementias,1428.51,6.998,Female,65 to 69 years,68
950,Alzheimer disease and other dementias,1428.51,6.998,Female,65 to 69 years,69
670,Pancreas cancer,889.86,6.7219999999999995,Female,65 to 69 years,65
670,Pancreas cancer,889.86,6.7219999999999995,Female,65 to 69 years,66
670,Pancreas cancer,889.86,6.7219999999999995,Female,65 to 69 years,67
670,Pancreas cancer,889.86,6.7219999999999995,Female,65 to 69 years,68
670,Pancreas cancer,889.86,6.7219999999999995,Female,65 to 69 years,69
1120,Hypertensive heart disease,918.71,6.644,Female,65 to 69 years,65
1120,Hypertensive heart disease,918.71,6.644,Female,65 to 69 years,66
1120,Hypertensive heart disease,918.71,6.644,Female,65 to 69 years,67
1120,Hypertensive heart disease,918.71,6.644,Female,65 to 69 years,68
1120,Hypertensive heart disease,918.71,6.644,Female,65 to 69 years,69
395,COVID-19,6585.4,59.232000000000006,Female,70 to 74 years,70
395,COVID-19,6585.4,59.232000000000006,Female,70 to 74 years,71
395,COVID-19,6585.4,59.232000000000006,Female,70 to 74 years,72
395,COVID-19,6585.4,59.232000000000006,Female,70 to 74 years,73
395,COVID-19,6585.4,59.232000000000006,Female,70 to 74 years,74
1130,Ischaemic heart disease,5672.17,50.612,Female,70 to 74 years,70
1130,Ischaemic heart disease,5672.17,50.612,Female,70 to 74 years,71
1130,Ischaemic heart disease,5672.17,50.612,Female,70 to 74 years,72
1130,Ischaemic heart disease,5672.17,50.612,Female,70 to 74 years,73
1130,Ischaemic heart disease,5672.17,50.612,Female,70 to 74 years,74
1180,Chronic obstructive pulmonary disease,4818.99,30.880000000000003,Female,70 to 74 years,70
1180,Chronic obstructive pulmonary disease,4818.99,30.880000000000003,Female,70 to 74 years,71
1180,Chronic obstructive pulmonary disease,4818.99,30.880000000000003,Female,70 to 74 years,72
1180,Chronic obstructive pulmonary disease,4818.99,30.880000000000003,Female,70 to 74 years,73
1180,Chronic obstructive pulmonary disease,4818.99,30.880000000000003,Female,70 to 74 years,74
680,"Trachea, bronchus, lung cancers",3098.87,28.1,Female,70 to 74 years,70
680,"Trachea, bronchus, lung cancers",3098.87,28.1,Female,70 to 74 years,71
680,"Trachea, bronchus, lung cancers",3098.87,28.1,Female,70 to 74 years,72
680,"Trachea, bronchus, lung cancers",3098.87,28.1,Female,70 to 74 years,73
680,"Trachea, bronchus, lung cancers",3098.87,28.1,Female,70 to 74 years,74
950,Alzheimer disease and other dementias,3374.74,22.528,Female,70 to 74 years,70
950,Alzheimer disease and other dementias,3374.74,22.528,Female,70 to 74 years,71
950,Alzheimer disease and other dementias,3374.74,22.528,Female,70 to 74 years,72
950,Alzheimer disease and other dementias,3374.74,22.528,Female,70 to 74 years,73
950,Alzheimer disease and other dementias,3374.74,22.528,Female,70 to 74 years,74
1140,Stroke,3052.81,21.446,Female,70 to 74 years,70
1140,Stroke,3052.81,21.446,Female,70 to 74 years,71
1140,Stroke,3052.81,21.446,Female,70 to 74 years,72
1140,Stroke,3052.81,21.446,Female,70 to 74 years,73
1140,Stroke,3052.81,21.446,Female,70 to 74 years,74
1270,Kidney diseases,2271.22,17.178,Female,70 to 74 years,70
1270,Kidney diseases,2271.22,17.178,Female,70 to 74 years,71
1270,Kidney diseases,2271.22,17.178,Female,70 to 74 years,72
1270,Kidney diseases,2271.22,17.178,Female,70 to 74 years,73
1270,Kidney diseases,2271.22,17.178,Female,70 to 74 years,74
700,Breast cancer,2134.19,16.676,Female,70 to 74 years,70
700,Breast cancer,2134.19,16.676,Female,70 to 74 years,71
700,Breast cancer,2134.19,16.676,Female,70 to 74 years,72
700,Breast cancer,2134.19,16.676,Female,70 to 74 years,73
700,Breast cancer,2134.19,16.676,Female,70 to 74 years,74
1120,Hypertensive heart disease,1170.18,10.184000000000001,Female,70 to 74 years,70
1120,Hypertensive heart disease,1170.18,10.184000000000001,Female,70 to 74 years,71
1120,Hypertensive heart disease,1170.18,10.184000000000001,Female,70 to 74 years,72
1120,Hypertensive heart disease,1170.18,10.184000000000001,Female,70 to 74 years,73
1120,Hypertensive heart disease,1170.18,10.184000000000001,Female,70 to 74 years,74
670,Pancreas cancer,1093.29,10.01,Female,70 to 74 years,70
670,Pancreas cancer,1093.29,10.01,Female,70 to 74 years,71
670,Pancreas cancer,1093.29,10.01,Female,70 to 74 years,72
670,Pancreas cancer,1093.29,10.01,Female,70 to 74 years,73
670,Pancreas cancer,1093.29,10.01,Female,70 to 74 years,74
1130,Ischaemic heart disease,7591.37,85.26,Female,75 to 79 years,75
1130,Ischaemic heart disease,7591.37,85.26,Female,75 to 79 years,76
1130,Ischaemic heart disease,7591.37,85.26,Female,75 to 79 years,77
1130,Ischaemic heart disease,7591.37,85.26,Female,75 to 79 years,78
1130,Ischaemic heart disease,7591.37,85.26,Female,75 to 79 years,79
395,COVID-19,7129.4,80.78200000000001,Female,75 to 79 years,75
395,COVID-19,7129.4,80.78200000000001,Female,75 to 79 years,76
395,COVID-19,7129.4,80.78200000000001,Female,75 to 79 years,77
395,COVID-19,7129.4,80.78200000000001,Female,75 to 79 years,78
395,COVID-19,7129.4,80.78200000000001,Female,75 to 79 years,79
950,Alzheimer disease and other dementias,7239.72,64.452,Female,75 to 79 years,75
950,Alzheimer disease and other dementias,7239.72,64.452,Female,75 to 79 years,76
950,Alzheimer disease and other dementias,7239.72,64.452,Female,75 to 79 years,77
950,Alzheimer disease and other dementias,7239.72,64.452,Female,75 to 79 years,78
950,Alzheimer disease and other dementias,7239.72,64.452,Female,75 to 79 years,79
1180,Chronic obstructive pulmonary disease,6268.47,50.736000000000004,Female,75 to 79 years,75
1180,Chronic obstructive pulmonary disease,6268.47,50.736000000000004,Female,75 to 79 years,76
1180,Chronic obstructive pulmonary disease,6268.47,50.736000000000004,Female,75 to 79 years,77
1180,Chronic obstructive pulmonary disease,6268.47,50.736000000000004,Female,75 to 79 years,78
1180,Chronic obstructive pulmonary disease,6268.47,50.736000000000004,Female,75 to 79 years,79
1140,Stroke,4486.9,40.248000000000005,Female,75 to 79 years,75
1140,Stroke,4486.9,40.248000000000005,Female,75 to 79 years,76
1140,Stroke,4486.9,40.248000000000005,Female,75 to 79 years,77
1140,Stroke,4486.9,40.248000000000005,Female,75 to 79 years,78
1140,Stroke,4486.9,40.248000000000005,Female,75 to 79 years,79
680,"Trachea, bronchus, lung cancers",3438.89,39.152,Female,75 to 79 years,75
680,"Trachea, bronchus, lung cancers",3438.89,39.152,Female,75 to 79 years,76
680,"Trachea, bronchus, lung cancers",3438.89,39.152,Female,75 to 79 years,77
680,"Trachea, bronchus, lung cancers",3438.89,39.152,Female,75 to 79 years,78
680,"Trachea, bronchus, lung cancers",3438.89,39.152,Female,75 to 79 years,79
1270,Kidney diseases,2798.74,25.588,Female,75 to 79 years,75
1270,Kidney diseases,2798.74,25.588,Female,75 to 79 years,76
1270,Kidney diseases,2798.74,25.588,Female,75 to 79 years,77
1270,Kidney diseases,2798.74,25.588,Female,75 to 79 years,78
1270,Kidney diseases,2798.74,25.588,Female,75 to 79 years,79
700,Breast cancer,2200.93,21.284,Female,75 to 79 years,75
700,Breast cancer,2200.93,21.284,Female,75 to 79 years,76
700,Breast cancer,2200.93,21.284,Female,75 to 79 years,77
700,Breast cancer,2200.93,21.284,Female,75 to 79 years,78
700,Breast cancer,2200.93,21.284,Female,75 to 79 years,79
1120,Hypertensive heart disease,1548.79,17.03,Female,75 to 79 years,75
1120,Hypertensive heart disease,1548.79,17.03,Female,75 to 79 years,76
1120,Hypertensive heart disease,1548.79,17.03,Female,75 to 79 years,77
1120,Hypertensive heart disease,1548.79,17.03,Female,75 to 79 years,78
1120,Hypertensive heart disease,1548.79,17.03,Female,75 to 79 years,79
670,Pancreas cancer,1174.47,13.49,Female,75 to 79 years,75
670,Pancreas cancer,1174.47,13.49,Female,75 to 79 years,76
670,Pancreas cancer,1174.47,13.49,Female,75 to 79 years,77
670,Pancreas cancer,1174.47,13.49,Female,75 to 79 years,78
670,Pancreas cancer,1174.47,13.49,Female,75 to 79 years,79
950,Alzheimer disease and other dementias,14017.8,165.786,Female,80 to 84 years,80
950,Alzheimer disease and other dementias,14017.8,165.786,Female,80 to 84 years,81
950,Alzheimer disease and other dementias,14017.8,165.786,Female,80 to 84 years,82
